% f_log(GV/m) T(K) deltaE(eV)
-1.75988295 1867.6 4.31533537
-1.75988295 1873.6 4.31640318
-1.75988295 1879.6 4.31747079
-1.75988295 1885.6 4.31853820
-1.75988295 1891.6 4.31960542
-1.75988295 1897.7 4.32067244
-1.75988295 1903.7 4.32173928
-1.75988295 1909.7 4.32280592
-1.75988295 1915.7 4.32387239
-1.75988295 1921.7 4.32493866
-1.75988295 1927.8 4.32600476
-1.75988295 1933.8 4.32707067
-1.75988295 1939.8 4.32813641
-1.75988295 1945.8 4.32920196
-1.75988295 1951.8 4.33026735
-1.75988295 1957.9 4.33133255
-1.75988295 1963.9 4.33239759
-1.75988295 1969.9 4.33346245
-1.75988295 1975.9 4.33452715
-1.75988295 1981.9 4.33559168
-1.75988295 1988.0 4.33665604
-1.75988295 1994.0 4.33772024
-1.75988295 2000.0 4.33878427
-1.72025286 200.0 3.57692172
-1.72025286 206.0 3.63369668
-1.72025286 212.0 3.68289129
-1.72025286 218.1 3.72502549
-1.72025286 224.1 3.76081444
-1.72025286 230.1 3.79108088
-1.72025286 236.1 3.81666038
-1.72025286 242.1 3.83833196
-1.72025286 248.2 3.85678102
-1.72025286 254.2 3.87258777
-1.72025286 260.2 3.88623141
-1.72025286 266.2 3.89810182
-1.72025286 272.2 3.90851362
-1.72025286 278.3 3.91771983
-1.72025286 284.3 3.92592397
-1.72025286 290.3 3.93329004
-1.72025286 296.3 3.93995076
-1.72025286 302.3 3.94601400
-1.72025286 308.4 3.95156793
-1.72025286 314.4 3.95668501
-1.72025286 320.4 3.96142517
-1.72025286 326.4 3.96583824
-1.72025286 332.4 3.96996593
-1.72025286 338.5 3.97384332
-1.72025286 344.5 3.97750009
-1.72025286 350.5 3.98096152
-1.72025286 356.5 3.98424920
-1.72025286 362.5 3.98738169
-1.72025286 368.6 3.99037504
-1.72025286 374.6 3.99324315
-1.72025286 380.6 3.99599814
-1.72025286 386.6 3.99865061
-1.72025286 392.6 4.00120989
-1.72025286 398.7 4.00368419
-1.72025286 404.7 4.00608078
-1.72025286 410.7 4.00840612
-1.72025286 416.7 4.01066595
-1.72025286 422.7 4.01286543
-1.72025286 428.8 4.01500916
-1.72025286 434.8 4.01710128
-1.72025286 440.8 4.01914554
-1.72025286 446.8 4.02114531
-1.72025286 452.8 4.02310366
-1.72025286 458.9 4.02502335
-1.72025286 464.9 4.02690693
-1.72025286 470.9 4.02875671
-1.72025286 476.9 4.03057479
-1.72025286 482.9 4.03236312
-1.72025286 489.0 4.03412346
-1.72025286 495.0 4.03585746
-1.72025286 501.0 4.03756661
-1.72025286 507.0 4.03925232
-1.72025286 513.0 4.04091586
-1.72025286 519.1 4.04255842
-1.72025286 525.1 4.04418111
-1.72025286 531.1 4.04578496
-1.72025286 537.1 4.04737091
-1.72025286 543.1 4.04893986
-1.72025286 549.2 4.05049263
-1.72025286 555.2 4.05203000
-1.72025286 561.2 4.05355269
-1.72025286 567.2 4.05506138
-1.72025286 573.2 4.05655671
-1.72025286 579.3 4.05803926
-1.72025286 585.3 4.05950961
-1.72025286 591.3 4.06096827
-1.72025286 597.3 4.06241574
-1.72025286 603.3 4.06385250
-1.72025286 609.4 4.06527897
-1.72025286 615.4 4.06669557
-1.72025286 621.4 4.06810270
-1.72025286 627.4 4.06950074
-1.72025286 633.4 4.07089002
-1.72025286 639.5 4.07227088
-1.72025286 645.5 4.07364365
-1.72025286 651.5 4.07500862
-1.72025286 657.5 4.07636606
-1.72025286 663.5 4.07771627
-1.72025286 669.6 4.07905948
-1.72025286 675.6 4.08039595
-1.72025286 681.6 4.08172591
-1.72025286 687.6 4.08304958
-1.72025286 693.6 4.08436717
-1.72025286 699.7 4.08567888
-1.72025286 705.7 4.08698491
-1.72025286 711.7 4.08828544
-1.72025286 717.7 4.08958065
-1.72025286 723.7 4.09087071
-1.72025286 729.8 4.09215577
-1.72025286 735.8 4.09343599
-1.72025286 741.8 4.09471152
-1.72025286 747.8 4.09598249
-1.72025286 753.8 4.09724906
-1.72025286 759.9 4.09851133
-1.72025286 765.9 4.09976945
-1.72025286 771.9 4.10102353
-1.72025286 777.9 4.10227368
-1.72025286 783.9 4.10352002
-1.72025286 790.0 4.10476265
-1.72025286 796.0 4.10600168
-1.72025286 802.0 4.10723720
-1.72025286 808.0 4.10846930
-1.72025286 814.0 4.10969809
-1.72025286 820.1 4.11092364
-1.72025286 826.1 4.11214605
-1.72025286 832.1 4.11336539
-1.72025286 838.1 4.11458174
-1.72025286 844.1 4.11579518
-1.72025286 850.2 4.11700579
-1.72025286 856.2 4.11821362
-1.72025286 862.2 4.11941876
-1.72025286 868.2 4.12062127
-1.72025286 874.2 4.12182121
-1.72025286 880.3 4.12301864
-1.72025286 886.3 4.12421363
-1.72025286 892.3 4.12540623
-1.72025286 898.3 4.12659649
-1.72025286 904.3 4.12778448
-1.72025286 910.4 4.12897025
-1.72025286 916.4 4.13015383
-1.72025286 922.4 4.13133530
-1.72025286 928.4 4.13251468
-1.72025286 934.4 4.13369204
-1.72025286 940.5 4.13486740
-1.72025286 946.5 4.13604083
-1.72025286 952.5 4.13721235
-1.72025286 958.5 4.13838201
-1.72025286 964.5 4.13954986
-1.72025286 970.6 4.14071592
-1.72025286 976.6 4.14188024
-1.72025286 982.6 4.14304285
-1.72025286 988.6 4.14420379
-1.72025286 994.6 4.14536309
-1.72025286 1000.7 4.14652079
-1.72025286 1006.7 4.14767692
-1.72025286 1012.7 4.14883150
-1.72025286 1018.7 4.14998458
-1.72025286 1024.7 4.15113618
-1.72025286 1030.8 4.15228632
-1.72025286 1036.8 4.15343505
-1.72025286 1042.8 4.15458238
-1.72025286 1048.8 4.15572834
-1.72025286 1054.8 4.15687297
-1.72025286 1060.9 4.15801627
-1.72025286 1066.9 4.15915829
-1.72025286 1072.9 4.16029904
-1.72025286 1078.9 4.16143854
-1.72025286 1084.9 4.16257683
-1.72025286 1091.0 4.16371391
-1.72025286 1097.0 4.16484982
-1.72025286 1103.0 4.16598458
-1.72025286 1109.0 4.16711820
-1.72025286 1115.1 4.16825071
-1.72025286 1121.1 4.16938213
-1.72025286 1127.1 4.17051247
-1.72025286 1133.1 4.17164175
-1.72025286 1139.1 4.17277000
-1.72025286 1145.2 4.17389641
-1.72025286 1151.2 4.17502264
-1.72025286 1157.2 4.17614788
-1.72025286 1163.2 4.17727216
-1.72025286 1169.2 4.17839548
-1.72025286 1175.3 4.17951787
-1.72025286 1181.3 4.18064015
-1.72025286 1187.3 4.18176071
-1.72025286 1193.3 4.18288039
-1.72025286 1199.3 4.18399918
-1.72025286 1205.4 4.18511712
-1.72025286 1211.4 4.18623421
-1.72025286 1217.4 4.18735047
-1.72025286 1223.4 4.18846590
-1.72025286 1229.4 4.18958053
-1.72025286 1235.5 4.19069436
-1.72025286 1241.5 4.19180742
-1.72025286 1247.5 4.19291970
-1.72025286 1253.5 4.19403122
-1.72025286 1259.5 4.19514200
-1.72025286 1265.6 4.19625205
-1.72025286 1271.6 4.19736137
-1.72025286 1277.6 4.19846998
-1.72025286 1283.6 4.19957789
-1.72025286 1289.6 4.20068510
-1.72025286 1295.7 4.20179164
-1.72025286 1301.7 4.20289751
-1.72025286 1307.7 4.20400271
-1.72025286 1313.7 4.20510726
-1.72025286 1319.7 4.20621118
-1.72025286 1325.8 4.20731446
-1.72025286 1331.8 4.20841712
-1.72025286 1337.8 4.20951916
-1.72025286 1343.8 4.21062060
-1.72025286 1349.8 4.21172144
-1.72025286 1355.9 4.21282170
-1.72025286 1361.9 4.21392138
-1.72025286 1367.9 4.21502048
-1.72025286 1373.9 4.21611902
-1.72025286 1379.9 4.21721701
-1.72025286 1386.0 4.21831444
-1.72025286 1392.0 4.21941134
-1.72025286 1398.0 4.22050771
-1.72025286 1404.0 4.22160354
-1.72025286 1410.0 4.22269886
-1.72025286 1416.1 4.22379367
-1.72025286 1422.1 4.22488798
-1.72025286 1428.1 4.22598178
-1.72025286 1434.1 4.22707510
-1.72025286 1440.1 4.22816793
-1.72025286 1446.2 4.22926028
-1.72025286 1452.2 4.23035216
-1.72025286 1458.2 4.23144358
-1.72025286 1464.2 4.23253453
-1.72025286 1470.2 4.23362503
-1.72025286 1476.3 4.23471508
-1.72025286 1482.3 4.23580469
-1.72025286 1488.3 4.23689387
-1.72025286 1494.3 4.23798261
-1.72025286 1500.3 4.23907093
-1.72025286 1506.4 4.24015883
-1.72025286 1512.4 4.24124631
-1.72025286 1518.4 4.24233338
-1.72025286 1524.4 4.24342005
-1.72025286 1530.4 4.24450632
-1.72025286 1536.5 4.24559219
-1.72025286 1542.5 4.24667768
-1.72025286 1548.5 4.24776278
-1.72025286 1554.5 4.24884749
-1.72025286 1560.5 4.24993184
-1.72025286 1566.6 4.25101581
-1.72025286 1572.6 4.25209941
-1.72025286 1578.6 4.25318266
-1.72025286 1584.6 4.25426554
-1.72025286 1590.6 4.25534807
-1.72025286 1596.7 4.25643025
-1.72025286 1602.7 4.25751209
-1.72025286 1608.7 4.25859358
-1.72025286 1614.7 4.25967474
-1.72025286 1620.7 4.26075556
-1.72025286 1626.8 4.26183606
-1.72025286 1632.8 4.26291622
-1.72025286 1638.8 4.26399607
-1.72025286 1644.8 4.26507560
-1.72025286 1650.8 4.26615481
-1.72025286 1656.9 4.26723371
-1.72025286 1662.9 4.26831230
-1.72025286 1668.9 4.26939059
-1.72025286 1674.9 4.27046858
-1.72025286 1680.9 4.27154627
-1.72025286 1687.0 4.27262367
-1.72025286 1693.0 4.27370078
-1.72025286 1699.0 4.27477760
-1.72025286 1705.0 4.27585413
-1.72025286 1711.0 4.27693038
-1.72025286 1717.1 4.27800636
-1.72025286 1723.1 4.27908205
-1.72025286 1729.1 4.28015748
-1.72025286 1735.1 4.28123264
-1.72025286 1741.1 4.28230753
-1.72025286 1747.2 4.28338216
-1.72025286 1753.2 4.28445652
-1.72025286 1759.2 4.28553063
-1.72025286 1765.2 4.28660448
-1.72025286 1771.2 4.28767809
-1.72025286 1777.3 4.28875144
-1.72025286 1783.3 4.28982454
-1.72025286 1789.3 4.29089740
-1.72025286 1795.3 4.29197001
-1.72025286 1801.3 4.29304239
-1.72025286 1807.4 4.29411453
-1.72025286 1813.4 4.29518643
-1.72025286 1819.4 4.29625811
-1.72025286 1825.4 4.29732955
-1.72025286 1831.4 4.29840076
-1.72025286 1837.5 4.29947175
-1.72025286 1843.5 4.30054252
-1.72025286 1849.5 4.30161306
-1.72025286 1855.5 4.30268339
-1.72025286 1861.5 4.30375350
-1.72025286 1867.6 4.30482340
-1.72025286 1873.6 4.30589308
-1.72025286 1879.6 4.30696256
-1.72025286 1885.6 4.30803182
-1.72025286 1891.6 4.30910088
-1.72025286 1897.7 4.31016974
-1.72025286 1903.7 4.31123839
-1.72025286 1909.7 4.31230685
-1.72025286 1915.7 4.31337511
-1.72025286 1921.7 4.31444317
-1.72025286 1927.8 4.31551103
-1.72025286 1933.8 4.31657871
-1.72025286 1939.8 4.31764619
-1.72025286 1945.8 4.31871349
-1.72025286 1951.8 4.31978060
-1.72025286 1957.9 4.32084752
-1.72025286 1963.9 4.32191426
-1.72025286 1969.9 4.32298082
-1.72025286 1975.9 4.32404720
-1.72025286 1981.9 4.32511340
-1.72025286 1988.0 4.32617942
-1.72025286 1994.0 4.32724527
-1.72025286 2000.0 4.32831095
-1.68062277 200.0 3.49436943
-1.68062277 206.0 3.55821539
-1.68062277 212.0 3.61447136
-1.68062277 218.1 3.66342696
-1.68062277 224.1 3.70556892
-1.68062277 230.1 3.74156085
-1.68062277 236.1 3.77216755
-1.68062277 242.1 3.79817119
-1.68062277 248.2 3.82030800
-1.68062277 254.2 3.83923255
-1.68062277 260.2 3.85550482
-1.68062277 266.2 3.86959194
-1.68062277 272.2 3.88187744
-1.68062277 278.3 3.89267343
-1.68062277 284.3 3.90223279
-1.68062277 290.3 3.91076026
-1.68062277 296.3 3.91842181
-1.68062277 302.3 3.92535242
-1.68062277 308.4 3.93166231
-1.68062277 314.4 3.93744192
-1.68062277 320.4 3.94276584
-1.68062277 326.4 3.94769594
-1.68062277 332.4 3.95228382
-1.68062277 338.5 3.95657275
-1.68062277 344.5 3.96059921
-1.68062277 350.5 3.96439413
-1.68062277 356.5 3.96798386
-1.68062277 362.5 3.97139099
-1.68062277 368.6 3.97463492
-1.68062277 374.6 3.97773246
-1.68062277 380.6 3.98069819
-1.68062277 386.6 3.98354482
-1.68062277 392.6 3.98628349
-1.68062277 398.7 3.98892399
-1.68062277 404.7 3.99147495
-1.68062277 410.7 3.99394403
-1.68062277 416.7 3.99633802
-1.68062277 422.7 3.99866297
-1.68062277 428.8 4.00092430
-1.68062277 434.8 4.00312687
-1.68062277 440.8 4.00527504
-1.68062277 446.8 4.00737276
-1.68062277 452.8 4.00942357
-1.68062277 458.9 4.01143072
-1.68062277 464.9 4.01339712
-1.68062277 470.9 4.01532546
-1.68062277 476.9 4.01721816
-1.68062277 482.9 4.01907746
-1.68062277 489.0 4.02090539
-1.68062277 495.0 4.02270384
-1.68062277 501.0 4.02447451
-1.68062277 507.0 4.02621901
-1.68062277 513.0 4.02793880
-1.68062277 519.1 4.02963523
-1.68062277 525.1 4.03130957
-1.68062277 531.1 4.03296296
-1.68062277 537.1 4.03459650
-1.68062277 543.1 4.03621120
-1.68062277 549.2 4.03780798
-1.68062277 555.2 4.03938772
-1.68062277 561.2 4.04095124
-1.68062277 567.2 4.04249930
-1.68062277 573.2 4.04403262
-1.68062277 579.3 4.04555187
-1.68062277 585.3 4.04705766
-1.68062277 591.3 4.04855061
-1.68062277 597.3 4.05003125
-1.68062277 603.3 4.05150011
-1.68062277 609.4 4.05295769
-1.68062277 615.4 4.05440444
-1.68062277 621.4 4.05584081
-1.68062277 627.4 4.05726721
-1.68062277 633.4 4.05868403
-1.68062277 639.5 4.06009164
-1.68062277 645.5 4.06149039
-1.68062277 651.5 4.06288062
-1.68062277 657.5 4.06426264
-1.68062277 663.5 4.06563676
-1.68062277 669.6 4.06700325
-1.68062277 675.6 4.06836238
-1.68062277 681.6 4.06971442
-1.68062277 687.6 4.07105961
-1.68062277 693.6 4.07239818
-1.68062277 699.7 4.07373036
-1.68062277 705.7 4.07505636
-1.68062277 711.7 4.07637637
-1.68062277 717.7 4.07769061
-1.68062277 723.7 4.07899924
-1.68062277 729.8 4.08030246
-1.68062277 735.8 4.08160042
-1.68062277 741.8 4.08289329
-1.68062277 747.8 4.08418123
-1.68062277 753.8 4.08546438
-1.68062277 759.9 4.08674288
-1.68062277 765.9 4.08801688
-1.68062277 771.9 4.08928651
-1.68062277 777.9 4.09055189
-1.68062277 783.9 4.09181314
-1.68062277 790.0 4.09307038
-1.68062277 796.0 4.09432372
-1.68062277 802.0 4.09557327
-1.68062277 808.0 4.09681913
-1.68062277 814.0 4.09806140
-1.68062277 820.1 4.09930019
-1.68062277 826.1 4.10053557
-1.68062277 832.1 4.10176764
-1.68062277 838.1 4.10299649
-1.68062277 844.1 4.10422220
-1.68062277 850.2 4.10544485
-1.68062277 856.2 4.10666452
-1.68062277 862.2 4.10788127
-1.68062277 868.2 4.10909520
-1.68062277 874.2 4.11030635
-1.68062277 880.3 4.11151480
-1.68062277 886.3 4.11272062
-1.68062277 892.3 4.11392387
-1.68062277 898.3 4.11512460
-1.68062277 904.3 4.11632289
-1.68062277 910.4 4.11751878
-1.68062277 916.4 4.11871233
-1.68062277 922.4 4.11990359
-1.68062277 928.4 4.12109262
-1.68062277 934.4 4.12227946
-1.68062277 940.5 4.12346417
-1.68062277 946.5 4.12464679
-1.68062277 952.5 4.12582737
-1.68062277 958.5 4.12700595
-1.68062277 964.5 4.12818257
-1.68062277 970.6 4.12935728
-1.68062277 976.6 4.13053012
-1.68062277 982.6 4.13170112
-1.68062277 988.6 4.13287033
-1.68062277 994.6 4.13403778
-1.68062277 1000.7 4.13520351
-1.68062277 1006.7 4.13636756
-1.68062277 1012.7 4.13752995
-1.68062277 1018.7 4.13869072
-1.68062277 1024.7 4.13984991
-1.68062277 1030.8 4.14100754
-1.68062277 1036.8 4.14216364
-1.68062277 1042.8 4.14331825
-1.68062277 1048.8 4.14447140
-1.68062277 1054.8 4.14562311
-1.68062277 1060.9 4.14677340
-1.68062277 1066.9 4.14792232
-1.68062277 1072.9 4.14906987
-1.68062277 1078.9 4.15021610
-1.68062277 1084.9 4.15136101
-1.68062277 1091.0 4.15250465
-1.68062277 1097.0 4.15364702
-1.68062277 1103.0 4.15478816
-1.68062277 1109.0 4.15592808
-1.68062277 1115.1 4.15706681
-1.68062277 1121.1 4.15820437
-1.68062277 1127.1 4.15934078
-1.68062277 1133.1 4.16047606
-1.68062277 1139.1 4.16160948
-1.68062277 1145.2 4.16274256
-1.68062277 1151.2 4.16387457
-1.68062277 1157.2 4.16500552
-1.68062277 1163.2 4.16613544
-1.68062277 1169.2 4.16726435
-1.68062277 1175.3 4.16839299
-1.68062277 1181.3 4.16951991
-1.68062277 1187.3 4.17064586
-1.68062277 1193.3 4.17177086
-1.68062277 1199.3 4.17289492
-1.68062277 1205.4 4.17401806
-1.68062277 1211.4 4.17514030
-1.68062277 1217.4 4.17626165
-1.68062277 1223.4 4.17738212
-1.68062277 1229.4 4.17850172
-1.68062277 1235.5 4.17962048
-1.68062277 1241.5 4.18073840
-1.68062277 1247.5 4.18185550
-1.68062277 1253.5 4.18297179
-1.68062277 1259.5 4.18408728
-1.68062277 1265.6 4.18520199
-1.68062277 1271.6 4.18631593
-1.68062277 1277.6 4.18742910
-1.68062277 1283.6 4.18854153
-1.68062277 1289.6 4.18965322
-1.68062277 1295.7 4.19076418
-1.68062277 1301.7 4.19187443
-1.68062277 1307.7 4.19298397
-1.68062277 1313.7 4.19409281
-1.68062277 1319.7 4.19520097
-1.68062277 1325.8 4.19630846
-1.68062277 1331.8 4.19741528
-1.68062277 1337.8 4.19852145
-1.68062277 1343.8 4.19962697
-1.68062277 1349.8 4.20073185
-1.68062277 1355.9 4.20183611
-1.68062277 1361.9 4.20293975
-1.68062277 1367.9 4.20404278
-1.68062277 1373.9 4.20514521
-1.68062277 1379.9 4.20624704
-1.68062277 1386.0 4.20734829
-1.68062277 1392.0 4.20844897
-1.68062277 1398.0 4.20954907
-1.68062277 1404.0 4.21064862
-1.68062277 1410.0 4.21174761
-1.68062277 1416.1 4.21284606
-1.68062277 1422.1 4.21394397
-1.68062277 1428.1 4.21504134
-1.68062277 1434.1 4.21613820
-1.68062277 1440.1 4.21723453
-1.68062277 1446.2 4.21833036
-1.68062277 1452.2 4.21942568
-1.68062277 1458.2 4.22052051
-1.68062277 1464.2 4.22161485
-1.68062277 1470.2 4.22270870
-1.68062277 1476.3 4.22380208
-1.68062277 1482.3 4.22489498
-1.68062277 1488.3 4.22598742
-1.68062277 1494.3 4.22707940
-1.68062277 1500.3 4.22817092
-1.68062277 1506.4 4.22926200
-1.68062277 1512.4 4.23035264
-1.68062277 1518.4 4.23144283
-1.68062277 1524.4 4.23253260
-1.68062277 1530.4 4.23362194
-1.68062277 1536.5 4.23471087
-1.68062277 1542.5 4.23579937
-1.68062277 1548.5 4.23688747
-1.68062277 1554.5 4.23797516
-1.68062277 1560.5 4.23906245
-1.68062277 1566.6 4.24014934
-1.68062277 1572.6 4.24123585
-1.68062277 1578.6 4.24232197
-1.68062277 1584.6 4.24340770
-1.68062277 1590.6 4.24449306
-1.68062277 1596.7 4.24557805
-1.68062277 1602.7 4.24666267
-1.68062277 1608.7 4.24774692
-1.68062277 1614.7 4.24883082
-1.68062277 1620.7 4.24991436
-1.68062277 1626.8 4.25099755
-1.68062277 1632.8 4.25208039
-1.68062277 1638.8 4.25316289
-1.68062277 1644.8 4.25424505
-1.68062277 1650.8 4.25532688
-1.68062277 1656.9 4.25640837
-1.68062277 1662.9 4.25748954
-1.68062277 1668.9 4.25857038
-1.68062277 1674.9 4.25965091
-1.68062277 1680.9 4.26073111
-1.68062277 1687.0 4.26181100
-1.68062277 1693.0 4.26289059
-1.68062277 1699.0 4.26396986
-1.68062277 1705.0 4.26504884
-1.68062277 1711.0 4.26612751
-1.68062277 1717.1 4.26720589
-1.68062277 1723.1 4.26828397
-1.68062277 1729.1 4.26936177
-1.68062277 1735.1 4.27043928
-1.68062277 1741.1 4.27151650
-1.68062277 1747.2 4.27259344
-1.68062277 1753.2 4.27367011
-1.68062277 1759.2 4.27474650
-1.68062277 1765.2 4.27582262
-1.68062277 1771.2 4.27689847
-1.68062277 1777.3 4.27797406
-1.68062277 1783.3 4.27904938
-1.68062277 1789.3 4.28012444
-1.68062277 1795.3 4.28119925
-1.68062277 1801.3 4.28227380
-1.68062277 1807.4 4.28334809
-1.68062277 1813.4 4.28442214
-1.68062277 1819.4 4.28549594
-1.68062277 1825.4 4.28656949
-1.68062277 1831.4 4.28764280
-1.68062277 1837.5 4.28871588
-1.68062277 1843.5 4.28978871
-1.68062277 1849.5 4.29086779
-1.68062277 1855.5 4.29194014
-1.68062277 1861.5 4.29301226
-1.68062277 1867.6 4.29408415
-1.68062277 1873.6 4.29515581
-1.68062277 1879.6 4.29622725
-1.68062277 1885.6 4.29729847
-1.68062277 1891.6 4.29836947
-1.68062277 1897.7 4.29944025
-1.68062277 1903.7 4.30051082
-1.68062277 1909.7 4.30158118
-1.68062277 1915.7 4.30264482
-1.68062277 1921.7 4.30371477
-1.68062277 1927.8 4.30478452
-1.68062277 1933.8 4.30585407
-1.68062277 1939.8 4.30692341
-1.68062277 1945.8 4.30799255
-1.68062277 1951.8 4.30906149
-1.68062277 1957.9 4.31013024
-1.68062277 1963.9 4.31119879
-1.68062277 1969.9 4.31226715
-1.68062277 1975.9 4.31333532
-1.68062277 1981.9 4.31440329
-1.68062277 1988.0 4.31547108
-1.68062277 1994.0 4.31653869
-1.68062277 2000.0 4.31760611
-1.64099268 200.0 3.40331999
-1.64099268 206.0 3.47406740
-1.64099268 212.0 3.53733707
-1.64099268 218.1 3.59329214
-1.64099268 224.1 3.64220594
-1.64099268 230.1 3.68452894
-1.64099268 236.1 3.72087324
-1.64099268 242.1 3.75194791
-1.64099268 248.2 3.77848485
-1.64099268 254.2 3.80118065
-1.64099268 260.2 3.82066171
-1.64099268 266.2 3.83746992
-1.64099268 272.2 3.85206201
-1.64099268 278.3 3.86481656
-1.64099268 284.3 3.87604427
-1.64099268 290.3 3.88599879
-1.64099268 296.3 3.89488685
-1.64099268 302.3 3.90287701
-1.64099268 308.4 3.91010709
-1.64099268 314.4 3.91669011
-1.64099268 320.4 3.92271919
-1.64099268 326.4 3.92827137
-1.64099268 332.4 3.93341078
-1.64099268 338.5 3.93819102
-1.64099268 344.5 3.94265715
-1.64099268 350.5 3.94684723
-1.64099268 356.5 3.95079360
-1.64099268 362.5 3.95452386
-1.64099268 368.6 3.95806165
-1.64099268 374.6 3.96142737
-1.64099268 380.6 3.96463866
-1.64099268 386.6 3.96771087
-1.64099268 392.6 3.97065736
-1.64099268 398.7 3.97348987
-1.64099268 404.7 3.97621873
-1.64099268 410.7 3.97885302
-1.64099268 416.7 3.98140083
-1.64099268 422.7 3.98386932
-1.64099268 428.8 3.98626488
-1.64099268 434.8 3.98859324
-1.64099268 440.8 3.99085953
-1.64099268 446.8 3.99306835
-1.64099268 452.8 3.99522387
-1.64099268 458.9 3.99732985
-1.64099268 464.9 3.99938970
-1.64099268 470.9 4.00140653
-1.64099268 476.9 4.00338314
-1.64099268 482.9 4.00532213
-1.64099268 489.0 4.00722584
-1.64099268 495.0 4.00909644
-1.64099268 501.0 4.01093590
-1.64099268 507.0 4.01274604
-1.64099268 513.0 4.01452855
-1.64099268 519.1 4.01628497
-1.64099268 525.1 4.01801675
-1.64099268 531.1 4.01972520
-1.64099268 537.1 4.02141156
-1.64099268 543.1 4.02307696
-1.64099268 549.2 4.02472248
-1.64099268 555.2 4.02634911
-1.64099268 561.2 4.02795776
-1.64099268 567.2 4.02954930
-1.64099268 573.2 4.03112453
-1.64099268 579.3 4.03268422
-1.64099268 585.3 4.03422906
-1.64099268 591.3 4.03575973
-1.64099268 597.3 4.03727684
-1.64099268 603.3 4.03878098
-1.64099268 609.4 4.04027271
-1.64099268 615.4 4.04175253
-1.64099268 621.4 4.04322095
-1.64099268 627.4 4.04467843
-1.64099268 633.4 4.04612540
-1.64099268 639.5 4.04756227
-1.64099268 645.5 4.04898944
-1.64099268 651.5 4.05040728
-1.64099268 657.5 4.05181614
-1.64099268 663.5 4.05321635
-1.64099268 669.6 4.05460823
-1.64099268 675.6 4.05599207
-1.64099268 681.6 4.05736817
-1.64099268 687.6 4.05873680
-1.64099268 693.6 4.06009821
-1.64099268 699.7 4.06145265
-1.64099268 705.7 4.06280036
-1.64099268 711.7 4.06414156
-1.64099268 717.7 4.06547647
-1.64099268 723.7 4.06680528
-1.64099268 729.8 4.06812820
-1.64099268 735.8 4.06944541
-1.64099268 741.8 4.07075709
-1.64099268 747.8 4.07206342
-1.64099268 753.8 4.07336454
-1.64099268 759.9 4.07466063
-1.64099268 765.9 4.07595183
-1.64099268 771.9 4.07723829
-1.64099268 777.9 4.07852014
-1.64099268 783.9 4.07979752
-1.64099268 790.0 4.08107056
-1.64099268 796.0 4.08233937
-1.64099268 802.0 4.08360409
-1.64099268 808.0 4.08486481
-1.64099268 814.0 4.08612165
-1.64099268 820.1 4.08737472
-1.64099268 826.1 4.08862411
-1.64099268 832.1 4.08986992
